original_index,Individual,Phase,Round,Puzzler,Cohort,Team_ID,Frustrated,upset,hostile,alert,ashamed,inspired,nervous,attentive,afraid,active,determined,EDA_tonic_power,EDA_phasic_power,EDA_phasic_tonic_ratio,EDA_rolling_slope,EDA_phasic_rolling_slope,EDA_first_half_mean,EDA_second_half_mean,EDA_half_diff,EDA_phasic_peak_count_raw,HR_rolling_slope,HR_first_half_mean,HR_second_half_mean,HR_half_diff,HR_diff_rmssd_proxy,HR_HF_power,HR_LF_HF_ratio,TEMP_rolling_slope,TEMP_half_diff,TEMP_initial_slope,TEMP_overall_slope
107,9,phase1,round_1,1,D1_1,D1_1_Team2,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,6.820323472588109e-06,6.37833543069118e-07,0.09351954429033543,0.017270324086272416,-0.0001965881552356788,0.21611904331962112,0.2773231565792201,0.06120411325959896,4,0.22107142857141812,78.75607142857143,78.2285267857143,-0.5275446428571371,0.11918815610122435,0.000535806859918051,42.349345523019885,0.007607142857138905,0.011997900341199852,0.0020035070053299035,5.6324525297063834e-05
108,10,phase3,round_3,1,D1_1,D1_1_Team1,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0009892188946901065,0.00011611182198937507,0.11737727879303146,-0.02477682808604218,-0.000677928511426931,0.3398883202458959,0.26550836793496335,-0.07437995231093253,13,-1.0008333333333315,69.60249999999999,66.82559210526315,-2.776907894736837,0.22204495129599214,0.0026535929285476244,17.90583408495397,0.08670000000000015,0.22059411037891152,-0.0010339762843105925,0.0003438246984231341
109,10,phase2,round_3,1,D1_1,D1_1_Team1,3.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,4.995638161564414e-05,1.1006603867690504e-05,0.22032428113736163,0.0261092350044324,-0.0004142166744998276,0.29314302753963317,0.36743941587164214,0.07429638833200897,12,-0.4123999999999942,82.03320987654321,82.2884662576687,0.2552563811254913,0.26366657302053875,0.0004858737474632363,38.181289535288,-0.017316666666664444,-0.034184946236560876,-0.0015559992360978567,-7.140778192324149e-05
110,10,phase1,round_3,1,D1_1,D1_1_Team1,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0001745364766604266,1.9693220019450988e-05,0.11283154327542419,0.011003312339082085,-0.0010255407513589745,0.2631827341995816,0.29175005953276645,0.028567325333184845,7,-3.059950000000019,62.957635135135135,58.944362416107374,-4.013272719027761,0.2540263606240343,0.0020128338408976014,18.09910245155251,-0.0071916666666735456,0.03451178451178194,-0.000932585635167283,5.9617762026021326e-05
111,10,phase3,round_2,1,D1_1,D1_1_Team1,4.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0326991556935565e-05,1.9886601700667226e-05,0.4931337779707761,-0.02837355695254235,-0.0009865597014342012,0.3831808322167462,0.30413134542603476,-0.07904948679071144,7,1.4677833333333417,83.40151515151516,77.0778787878788,-6.3236363636363535,0.4970707508061512,0.0015918530272805147,51.81647289608021,-0.17271666666666746,-0.4933736762481047,-0.00040462508029660225,-0.0006900562841852686
112,10,phase2,round_2,1,D1_1,D1_1_Team1,4.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,0.00038389988342323907,4.447199133618722e-05,0.11584267997069973,0.02983152865040746,-0.00012095138279845664,0.3115950124503153,0.41759643975687627,0.10600142730656098,26,-0.35112500000000463,65.65023696682465,66.61398104265402,0.9637440758293678,0.18880358404746617,0.0006470596589156216,46.888290747620026,-0.007119047619050427,-0.001126253000734323,0.000425319884025686,-2.970204616161763e-05
113,10,phase1,round_2,1,D1_1,D1_1_Team1,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.2929926336757782e-05,9.846263821934882e-07,0.04294066922557376,-0.02517679893138988,-0.0006917042423745933,0.34515315787243345,0.27994749474643377,-0.06520566312599968,3,-9.889916666666652,79.61653594771242,57.41052287581699,-22.206013071895434,0.43310203999655816,0.0007910155345856684,145.39513872550947,-0.12819999999999623,-0.29823529411764227,-0.0009351377628084141,-0.0005296923021048274
114,10,phase3,round_4,1,D1_1,D1_1_Team1,4.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0009223347506398976,8.945459972860108e-05,0.09698712931128231,0.007964272215119805,-0.0003441209607567186,0.20166276262550148,0.21724674599731036,0.015583983371808885,12,-3.11461666666666,70.86205298013243,63.58748344370861,-7.274569536423826,0.241154476897226,0.00137255395172859,37.91774390342891,0.07279166666667218,0.20398527721525994,-0.0002095869719961514,0.000291224632507579
115,10,phase2,round_4,1,D1_1,D1_1_Team1,7.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0001856502254726689,3.6067080816822315e-05,0.19427437119989951,0.03409452703812485,-0.0006345256119869931,0.3482462413464735,0.4348244643401138,0.08657822299364032,12,-0.4748666666666736,68.86217948717949,69.0123717948718,0.15019230769230774,0.16771684145234916,0.0003895594701964582,30.44219943845762,0.08071666666666624,0.20320589743590034,0.0002478775673188267,0.000332451068547166
116,10,phase1,round_4,1,D1_1,D1_1_Team1,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,7.180187550615728e-05,1.181647492427343e-05,0.16457056087984948,-0.02144464123334796,-0.0007820834339331619,0.38206861764961575,0.3288371055586437,-0.053231512090972044,7,-6.798083333333323,99.59192052980131,80.11111842105262,-19.48080210874869,0.5282424312994608,0.0022648059196120345,72.13414277384949,0.14407500000000292,0.36497528830313186,-0.00033034427681041773,0.0006135496179206032
117,10,phase3,round_1,1,D1_1,D1_1_Team1,1.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,0.00040886078886626825,0.00019691572613044907,0.48162047203518216,0.0033292422837999797,-0.0007839198644790835,0.4663309648590191,0.48464921978770475,0.018318254928685662,15,-1.4379380952381007,79.08830601092896,73.82364130434783,-5.264664706581129,0.2629597197436336,0.001293906997053968,47.622627604883846,-0.07820952380952137,-0.24108991825612947,-0.00019972568968218226,-0.0003373986761890311
118,10,phase2,round_1,1,D1_1,D1_1_Team1,2.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,3.0,4.0,0.00013400487768257298,4.9567655410940975e-05,0.369894411816527,0.016342046228442406,-0.0007046419522390153,0.4063201180220101,0.46426090515356916,0.057940787131559035,17,7.760533333333333,88.63633720930233,102.56459302325582,13.928255813953498,0.5580450570646475,0.0008543579103014561,106.47335685058364,0.017249999999997632,0.026133720930236137,0.000392663067067087,9.10873440287043e-06
119,10,phase1,round_1,1,D1_1,D1_1_Team1,2.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,0.00011579154525272587,2.554305050661251e-05,0.2205951259296386,0.019063140032286464,-0.00018813068069657097,0.2721363696779827,0.34110900281109635,0.06897263313311364,15,-4.649083333333332,80.47463963963965,55.74103603603603,-24.73360360360362,0.48563007407774744,0.003436561706402136,39.99845037181083,0.020845238095233865,0.06678454889085117,-0.00027579471865834545,5.80738237542576e-05
120,11,phase3,round_3,0,D1_1,D1_1_Team1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,0.0009083186313497135,0.00010439992254274646,0.11493755488381174,-0.16546494536193485,-0.0036515291401304304,1.5094602359707119,1.1028883161567369,-0.406571919813975,7,-3.5967333333333342,69.27222222222223,60.66137254901961,-8.610849673202615,0.27405934501520646,0.0009342618628271331,20.431549585463294,0.4142666666666662,1.1382201576757325,-0.0012192485980660097,0.0017245282020266375
121,11,phase2,round_3,0,D1_1,D1_1_Team1,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,0.0032994979222315144,0.0011124002101507169,0.33714226720845425,0.2881724982364196,-0.0019198850936478818,1.3640551206630467,2.1690181709880543,0.8049630503250076,14,-3.297349999999996,75.59615384615384,65.55993630573248,-10.036217540421362,0.16423872556239272,0.0006906661553309522,51.926287595143776,-0.1941791666666659,-0.5395519999999934,0.00041764613968981216,-0.000779009010565766
122,11,phase1,round_3,0,D1_1,D1_1_Team1,2.0,2.0,1.0,2.0,1.0,,1.0,3.0,1.0,2.0,3.0,0.00042791685196292455,0.00020549851982221644,0.4802300233785165,-0.05605899845942352,-0.0029289120655416664,0.9420372251005243,0.817959944944939,-0.12407728015558539,11,1.0961999999999805,68.09604026845638,71.52433333333333,3.4282930648769536,0.211995156333169,0.0004920064681955072,16.727830511074544,0.07708333333332729,0.27631603206187094,-0.0003785482386847564,0.00037585484197935414
123,11,phase3,round_2,0,D1_1,D1_1_Team1,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0009113626654178276,0.000179705949279372,0.1971837953192686,-0.09646879632274785,-0.003002256868551075,1.2073367561425892,0.9929590080732609,-0.2143777480693283,9,-2.682516666666661,65.06743421052632,60.639934640522874,-4.427499570003441,0.21381327933749258,0.0010510304258441227,16.11740936719017,0.2709583333333316,0.737427553672866,-0.0013320196531190075,0.0011785977256357615
124,11,phase2,round_2,0,D1_1,D1_1_Team1,4.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,0.005104569435967699,0.0008807398551942375,0.17253949941172095,0.11497808750550106,-0.000862164623574077,1.0688454664006217,1.4997861419424707,0.430940675541849,19,0.8425119047618947,71.93570754716981,78.39556603773585,6.459858490566035,0.27660086374604664,0.0035978344207773538,48.32563304790363,-0.11706845238095549,-0.39004930367907065,-0.000274900605913376,-0.0004859141101622653
125,11,phase1,round_2,0,D1_1,D1_1_Team1,4.0,3.0,3.0,1.0,1.0,,1.0,3.0,4.0,2.0,2.0,0.0005847604331871678,8.444002696749078e-05,0.1444010609733979,-0.049566981486517225,-0.002208090442718796,0.9635952452966152,0.8532633767815517,-0.11033186851506349,7,-5.864050000000001,76.20302631578947,62.287581699346404,-13.915444616443068,0.3092111142211655,0.0020015041546039636,37.54869900604001,0.008741666666665735,0.018224662844218642,-9.19113179049232e-05,5.3572480252734446e-05
126,11,phase3,round_4,0,D1_1,D1_1_Team1,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,0.019228777818348287,0.002139851470953125,0.11128380031055628,-0.024727468376548465,-0.005601777612989928,1.7133974891989003,1.5004339575363954,-0.21296353166250492,7,-3.995633333333321,74.5375816993464,64.23470588235294,-10.302875816993463,0.3138267246662625,0.0018834449979262633,36.81963809852169,0.0035166666666645204,0.017647058823520467,-0.0007989027587285165,4.57353832783934e-05
127,11,phase2,round_4,0,D1_1,D1_1_Team1,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.010316585756508526,0.0008454027775692935,0.08194598460405818,-0.10196375768193684,-0.002508067120909909,1.4995989903737401,1.246691556516788,-0.25290743385695214,14,-1.9474333333333336,72.79779220779221,67.97103225806451,-4.826759949727702,0.24320239019673026,0.0009968808934438971,54.16429318979397,-0.18214166666666476,-0.47186711136589565,-0.0009764492439105251,-0.0007631782332922066
128,11,phase1,round_4,0,D1_1,D1_1_Team1,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,0.0002963230160680746,9.86153773819039e-06,0.03327968872969655,-0.09053012750292778,-0.0017218597196770218,1.0777980878218687,0.846605769532448,-0.23119231828942066,4,-3.821149999999999,66.85322368421052,59.20980392156862,-7.643419762641898,0.22701872169493,0.0005361371934067791,30.860336329502754,0.24940833333332987,0.7043478424722096,-0.001215541936492036,0.001055396344070865
129,11,phase3,round_1,0,D1_1,D1_1_Team1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,3.0,0.0010339600685022542,0.00033145254857591493,0.3205661017993098,-0.15637378612739106,-0.002274885270229052,1.2630258421003318,0.7781510572872666,-0.4848747848130651,9,-4.566352380952375,88.23826086956522,67.4322162162162,-20.80604465334902,0.42120879362388314,0.002964863879895549,21.54344470708364,0.2176964285714273,0.6240108401083972,0.0004379069081059377,0.0009659219884258887
130,11,phase2,round_1,0,D1_1,D1_1_Team1,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0010427762055572106,0.00046249821396516296,0.44352586058292887,0.1617260084102202,-0.0014206382566827832,1.253975280981863,1.745926807115783,0.49195152613392,15,-1.6357333333333373,74.8779069767442,80.28445086705202,5.406543890307816,0.3343481161763854,0.000503230285338719,23.536992035316683,-0.09771666666666398,-0.27010130246020125,0.0003696157919407976,-0.000380038930400101
131,11,phase1,round_1,0,D1_1,D1_1_Team1,5.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,0.00024731090595249796,3.121672116466345e-05,0.1262246039835355,-0.03721217311235956,-0.0007993698928838637,0.584402899475162,0.45131499262813934,-0.13308790684702265,10,-4.35398214285715,76.5618552036199,62.05371040723981,-14.508144796380087,0.29920719127497186,0.000951175401075633,22.650351771676696,-0.013410714285714194,-0.1033103765626251,-0.001516901335092708,8.503506309354891e-05
132,12,phase3,round_3,0,D1_1,D1_1_Team3,5.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,0.0018288409467546092,0.0005972873135287427,0.326593362090162,-0.060178641988361585,-0.005887041081010597,2.468980662770865,2.3592116866951702,-0.1097689760756948,7,-1.177250000000002,71.53137254901961,69.01142857142857,-2.5199439775910406,0.17575514012695534,0.0003205990599322408,87.57402633955465,-0.05237083333333454,-0.12716038433111976,-0.0003783616035001383,-0.00019200868082404132
133,12,phase2,round_3,0,D1_1,D1_1_Team3,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0033299544929349814,0.0007175595661019563,0.2154862979732519,0.01362899308272525,-0.0051353340162669575,2.5646681562907716,2.652802803216679,0.08813464692590722,6,-1.7623499999999883,82.352625,78.50231249999999,-3.8503125000000153,0.14767158342661646,0.0002616347188766865,56.881260803173895,0.004187500000001732,0.006500000000002615,0.00012196392298469696,1.2512519844080549e-05
134,12,phase1,round_3,0,D1_1,D1_1_Team3,2.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,0.0008697019820360012,0.0002952094477084763,0.33943747836170407,-0.1347973111912568,-0.009321721842557236,2.9493754268072565,2.6273261101656247,-0.32204931664163183,5,-2.30506666666668,86.02476510067113,77.63906040268456,-8.385704697986569,0.34448957019489573,0.0004876055697552071,18.219773820863537,-0.0265833333333417,-0.009999999999990905,-0.0007983471935277026,-3.6423085663485725e-05
135,12,phase3,round_2,0,D1_1,D1_1_Team3,6.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,0.007544425604992573,0.003750811504788351,0.49716329660752795,-0.1460978695550693,-0.006409578290619045,3.565205648245775,3.15095646770106,-0.41424918054471505,8,-2.07385000000001,78.44776315789474,72.78,-5.66776315789474,0.288813931177333,0.00046938040076869,25.920603330201036,-0.1754833333333323,-0.47107483377749304,-0.0007658466292818409,-0.0007089786819727257
136,12,phase2,round_2,0,D1_1,D1_1_Team3,7.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,0.00923924951660767,0.005146143146168749,0.5569871380698714,0.02572058511571437,-0.005239167306627417,3.9315825643999807,4.029293679973324,0.09771111557334322,11,-0.3377999999999994,84.12746835443038,84.12101265822784,-0.006455696202536387,0.21845489164250737,0.00012353609068902518,115.33524193499586,-0.03785000000000314,-0.09272151898733938,-0.0002852827306030252,-0.00014958273946947723
137,12,phase1,round_2,0,D1_1,D1_1_Team3,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,0.01812899187068477,0.004324719737962311,0.238552687805853,-0.01617372097559599,-0.006706183070519875,3.6345577663760436,3.5442596773409605,-0.09029808903508307,8,-2.6252,83.30763157894737,77.53647058823528,-5.77116099071209,0.11917203398537128,0.0006258287533943121,28.648847552314496,-0.11845833333333483,-0.333224222585919,1.2118265942093119e-05,-0.00047041026147164164
138,12,phase3,round_4,0,D1_1,D1_1_Team3,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0015856037030915972,0.00034277659355702356,0.21618049509387532,-0.1139826980852985,-0.005595384261670551,2.201231055749836,1.9303500796700082,-0.27088097607982764,4,-1.1109999999999984,73.5002614379085,71.53422077922079,-1.9660406586877173,0.1364572762270086,0.00027110784755136457,28.835664170918513,0.03282916666666238,0.09812398042414117,-0.0006718519418741043,0.00016992099312236622
139,12,phase2,round_4,0,D1_1,D1_1_Team3,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0010158969850632496,0.0004913231477475373,0.48363481235939254,-0.04826563377332985,-0.005293537712287805,2.2655553762881353,2.155409499280955,-0.11014587700718037,9,-3.021116666666652,84.15135483870968,74.1598076923077,-9.991547146401984,0.1773696704625679,0.0002699944104522727,46.920486030247325,0.08958333333333517,0.24417069243156675,0.0004154846438305839,0.00035184741990713464
140,12,phase1,round_4,0,D1_1,D1_1_Team3,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.015776818091859733,0.003727220601971905,0.23624666141615816,0.0047804376251117985,-0.004924314552089657,2.4208664359372705,2.4021102243466514,-0.01875621159061902,15,-9.936533333333333,92.91738095238095,73.31230769230768,-19.60507326007327,0.3626477531395208,0.0007238654802126231,87.36063477306055,-0.10151666666666569,-0.2337141370628899,-0.0005512899529505637,-0.0003311302337795829
141,12,phase3,round_1,0,D1_1,D1_1_Team3,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,4.0,0.020876967179740698,0.007249742427336768,0.3472603259333578,-0.09124361787015906,-0.011130392084090205,5.07140733485451,4.691205977682238,-0.38020135717227177,11,-0.13726666666665913,76.6708938547486,72.05251396648046,-4.618379888268137,0.21603960110057938,0.00043115897816977045,95.57171862302347,0.10643749999999974,0.47839196528054373,0.00022903609437653725,0.0006765951056038571
142,12,phase2,round_1,0,D1_1,D1_1_Team3,5.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,0.023626323354143275,0.02185192015060115,0.9248971929764538,0.16284464445546756,-0.005990256846442921,3.9234401638717067,4.273223917643635,0.34978375377192794,26,-3.8855333333333393,85.52585227272726,73.86514124293785,-11.660711029789411,0.1676339355966933,0.000370887885045934,37.95341343041093,0.041266666666667444,0.2689361702127684,-0.0003511866525461047,0.00037214722803790423
143,12,phase1,round_1,0,D1_1,D1_1_Team3,0.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,0.006211095318430481,0.0034906859322447912,0.5620081085998972,-0.0018574841001795593,-0.004583522596186633,3.78457497240528,3.7575246842185104,-0.027050288186769578,14,-2.0866964285714342,81.90609865470852,72.72464285714285,-9.181455797565661,0.17786161295577155,0.0009227123064040944,30.414925420587814,-0.06592857142857467,-0.2469323923832114,-0.0006117814545391861,-0.0001137055344066832
144,13,phase3,round_3,1,D1_1,D1_1_Team3,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,2.188888947432978e-05,4.951054769232154e-06,0.2261903133568521,0.0022705832058088865,-0.0010736499404178173,0.4309822233167355,0.44095234393927724,0.009970120622541712,3,-3.0261166666666623,81.08173076923077,74.73660256410257,-6.345128205128205,0.1551060212032558,0.0005587779418798823,41.1259871372011,-0.08779999999999993,-0.19999999999999574,-0.0014364138266290199,-0.0003596684021697326
145,13,phase2,round_3,1,D1_1,D1_1_Team3,6.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,9.927116675882167e-06,9.016393288182523e-06,0.908259022490162,-0.010888078803360644,-0.0009666090952177397,0.46435601216857736,0.4350493137789579,-0.029306698389619468,5,-2.752049999999999,82.0640625,75.9808125,-6.083250000000007,0.1573447386192493,0.0012510999893528567,16.573257302550587,-0.0005333333333331861,0.0068749999999973,-0.00042264622649700474,3.2611103888576225e-06
146,13,phase1,round_3,1,D1_1,D1_1_Team3,4.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,4.0,6.397944403947779e-05,6.661661567920955e-06,0.10412190458876844,-0.01851365694290856,-0.0018212938312354686,0.5232951175014278,0.49615333394455186,-0.02714178355687591,4,-0.032750000000017605,68.40965753424659,67.19823129251701,-1.2114262417295834,0.17743607762750963,0.0003218006716094638,32.584107973520034,0.036291666666659145,0.06472431697007153,2.240490286285989e-05,9.601302369939137e-05
147,13,phase3,round_2,1,D1_1,D1_1_Team3,5.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,4.0,4.0,0.001010717631325173,2.9059734891738447e-05,0.028751585993050915,0.04948119984244836,-0.0013346353595731356,0.5226884057196916,0.7136154238643704,0.19092701814467883,7,1.8185333333333344,72.97166666666666,82.16013333333333,9.18846666666667,0.2350620781878835,0.0006134240815349701,44.98879050352295,-0.10900833333333328,-0.285100000000007,0.0004247643188249518,-0.00044910552021214673
148,13,phase2,round_2,1,D1_1,D1_1_Team3,6.0,4.0,1.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,3.0,0.00022792174532388832,2.520057974104394e-05,0.1105668075033062,-0.08227716942101558,-0.001991908257159943,0.7886911040416839,0.5813550200069928,-0.20733608403469106,5,0.26781666666666754,81.01129870129868,77.60863636363636,-3.4026623376623206,0.28261113809365834,0.0006353830187363031,21.787169634586583,0.06367499999999687,0.1595652402702612,0.00031642910467190636,0.00026272163875826535
149,13,phase1,round_2,1,D1_1,D1_1_Team3,2.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,4.0,4.0,0.0001920753412231098,0.00019630018778402214,1.0219957779796671,0.05290258741754859,-0.003381918026147982,0.6364114778443821,0.6644143469540232,0.028002869109641115,8,-1.1960833333333474,74.69719298245613,72.39631578947369,-2.3008771929824405,1.2822809728729778,0.0012617778321371196,26.85468357214906,0.050166666666663674,0.03105692171605412,-0.0001530582128162027,1.4109499021237198e-05
150,13,phase3,round_4,1,D1_1,D1_1_Team3,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,0.00015440809995014726,7.91417266796111e-05,0.5125490612549671,-0.01126761924485842,-0.000911753689948054,0.3734898515836713,0.3513724417130304,-0.022117409870640925,7,-0.12021666666666579,67.37046052631578,69.55267973856209,2.1822192122463093,0.1834958410542607,0.0007495994159494369,22.226675165737177,-0.008341666666668763,-0.023573770491804424,0.00020284206323024806,-3.677127428123051e-05
151,13,phase2,round_4,1,D1_1,D1_1_Team3,4.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,2.910673729868964e-05,1.9051764171790158e-05,0.6545482572053121,-0.010653749407652909,-0.001151948393231365,0.5908931034078181,0.5580057025626093,-0.0328874008452088,7,-2.368949999999997,90.83419354838709,82.63529032258066,-8.198903225806433,0.2732271480538801,0.0008786551549431422,16.476651818876167,0.06063333333333176,0.14769672349702745,0.00023639299293384307,0.00024061447232277613
152,13,phase1,round_4,1,D1_1,D1_1_Team3,3.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,1.5973509177237626e-05,2.3194467049628984e-06,0.14520583293420133,-0.00186229189933389,-0.001001888567406226,0.5879872994801845,0.5871646592069182,-0.0008226402732662841,3,-3.108549999999993,75.45439999999999,67.28688741721857,-8.167512582781427,0.28751695602172755,0.0006378769943230594,33.19324864061872,0.07995833333333226,0.25239202657806814,-0.0023527491796732657,0.0003159391055178043
153,13,phase3,round_1,1,D1_1,D1_1_Team3,3.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,9.289878399668322e-06,2.427248048470262e-06,0.261278775032935,-0.007177716070135918,-0.0009294714246034789,0.4335543769631394,0.4115738587364802,-0.021980518226659196,4,-4.672816666666661,83.67988826815643,69.49312849162011,-14.18675977653632,0.3085749299521236,0.0006402871760853257,23.72153193459484,-0.11943333333333402,-0.39611731843575626,0.00027929304328192764,-0.0005325839428708239
154,13,phase2,round_1,1,D1_1,D1_1_Team3,3.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,8.01267861547071e-06,5.96349380355522e-06,0.7442572065777147,0.007067759394959492,-0.00042988809430321304,0.41264651709676664,0.43842755461861255,0.025781037521845906,6,0.4498869047618975,81.00354260089685,81.10695067264577,0.10340807174891609,0.320736862289729,0.0011042030163312853,54.85347518449968,0.022547619047617398,0.0963901345291518,-0.0005116061042727334,8.946490250513585e-05
155,13,phase1,round_1,1,D1_1,D1_1_Team3,2.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,4.0,1.373572218092761e-05,5.428424984911732e-06,0.39520491994583545,0.008721895418090108,-0.0007241779270880691,0.3660775712295715,0.3868923444757313,0.020814773246159768,6,1.3218333333333312,76.117125748503,77.40514970059881,1.2880239520958128,0.16739390885190755,0.0010192825790290168,15.361070375114858,0.01031666666666751,0.05892215568862724,0.0001525026476153091,-1.9391469261196613e-05
156,14,phase3,round_3,0,D1_1,D1_1_Team2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0754611984654216e-05,1.7812556145879564e-06,0.16562713904784615,0.00866184845774433,-0.0013178242359447167,0.7098954278674355,0.7320908872520928,0.02219545938465728,3,1.0649499999999945,70.51973684210526,73.55470588235293,3.034969040247674,0.2201472294433409,0.001910046895077429,41.91215825692005,-0.025733333333331745,-0.08037224651874197,0.0011392038056215867,-0.00010685900605678683
157,14,phase2,round_3,0,D1_1,D1_1_Team2,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,6.669868814449946e-05,8.605478202745904e-06,0.12902020177822018,-0.03827648874234252,-0.0020827254800386916,0.9686064030063212,0.8664607638181374,-0.10214563918818376,3,2.549183333333336,70.94025641025641,78.3573076923077,7.41705128205129,0.18655275195088955,0.00029420663612842715,51.66924382852577,0.0024833333333354455,0.020288000000004303,-0.0006672338061425212,1.6002304001495683e-05
158,14,phase1,round_3,0,D1_1,D1_1_Team2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,6.343974443115196e-05,1.5910048524817555e-05,0.2507899214834314,-0.013380308236019507,-0.0028257796774634435,0.9450675255745681,0.8944729654150245,-0.050594560159543556,3,-1.4099333333333544,71.8589932885906,72.33395973154363,0.4749664429530327,0.2187983712753074,0.000557115801281826,30.594069086725877,-0.017383333333342965,-0.10905746996785837,-0.00014646087605684938,-0.00020311464061224452
159,14,phase3,round_2,0,D1_1,D1_1_Team2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0010654414038654201,8.919587246405309e-05,0.083717295142136,-0.009399099012829046,-0.0024934487117321312,1.1381577733383927,1.0707929387426436,-0.06736483459574916,7,-2.6225499999999986,83.06427710843374,75.57173652694611,-7.492540581487631,0.257740997295244,0.0021438553071940203,16.753711971873006,0.018633333333332003,-0.01771844024475655,-0.0017554775256515128,2.8989056392272782e-05
160,14,phase2,round_2,0,D1_1,D1_1_Team2,3.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,0.00017320800803462402,4.489415360280464e-05,0.2591921361616858,0.03713539517372851,-0.001951078692693861,1.0178725946881364,1.1212057734016008,0.10333317871346437,8,6.605299999999996,82.01308176100628,103.69635220125787,21.68327044025159,0.4453952981440564,0.002985753428985395,29.006885207294747,-0.07050000000000155,-0.19352201257861879,0.0011525286897341369,-0.0002551375431924799
